名前,ふりがな,アドレス,性別,年齢,誕生日,婚姻,血液型,都道府県,電話番号,携帯,キャリア,カレーの食べ方
宮原 精児,みやはら せいじ,miyahara_seiji@example.com,男,52,1968/1/19,既婚,A型,東京都,071-526-7014,090-4280-6231,ソフトバンク,別盛り・別口派
田島 千佳子,たじま ちかこ,tajima_chikako@example.com,女,50,1969/8/22,既婚,B型,神奈川県,051-837-4365,090-  47-5876,au,ぶっかけ・混ぜ混ぜ派
寺田 サダヲ,てらだ さだお,terada_sadawo@example.com,男,72,1947/5/26,既婚,A型,新潟県,026-150- 520,090-2329-4221,ソフトバンク,左ルー・ルー攻め派
岩佐 智花,いわさ ともか,iwasa_tomoka@example.com,女,20,1999/7/19,未婚,A型,兵庫県,033-100-8045,090-7341-4794,ドコモ,奥ルー・せき止め派
平賀 夏希,ひらが なつき,hiraga_natsuki@example.com,女,48,1971/4/9,既婚,O型,滋賀県,040-847-1204,090-5049-2524,ドコモ,左ルー・せき止め派
柴田 恵梨香,しばた えりか,shibata_erika@example.com,女,61,1958/6/12,既婚,AB型,北海道,066-897-4036,080-2813-7191,ドコモ,右ルー・せき止め派
島村 賢二,しまむら けんじ,shimamura_kenji@example.com,男,46,1973/11/9,既婚,A型,宮城県,068-725-8483,080-7619-4222,ドコモ,奥ルー・せき止め派
高崎 まひる,たかさき まひる,takasaki_mahiru@example.com,女,56,1963/10/2,既婚,O型,茨城県,082- 92-5302,090-5185-1314,au,左ルー・ルー攻め派
布川 友香,ふかわ ともか,fukawa_tomoka@example.com,女,74,1946/1/29,既婚,A型,群馬県,032-411-7024,090-7324-4145,ソフトバンク,ぶっかけ・ルー攻め派
池谷 真悠子,いけたに まゆこ,iketani_mayuko@example.com,女,43,1976/6/14,既婚,O型,埼玉県,075-375-  72,080-3741-4739,ドコモ,左ルー・ルー攻め派
玉山 右京,たまやま うきょう,tamayama_ukyou@example.com,男,76,1943/3/12,既婚,O型,兵庫県,096-549-3733,090-1164-2717,au,左ルー・混ぜ混ぜ派
藤沢 綾女,ふじさわ あやめ,fujisawa_ayame@example.com,女,51,1968/6/2,既婚,B型,愛知県,094-177-3602,080-9101-3518,ドコモ,手前ルー・せき止め派
小野寺 誠治,おのでら せいじ,onodera_seiji@example.com,男,73,1946/8/26,既婚,B型,新潟県,056-965-5123,090-1523-6560,ソフトバンク,左ルー・せき止め派
野中 遥,のなか はるか,nonaka_haruka@example.com,女,51,1968/4/10,既婚,A型,埼玉県,055- 80-4781,080-6585-9747,ドコモ,ぶっかけ・別口派
志水 完爾,しみず かんじ,shimizu_kanji@example.com,男,30,1989/6/23,既婚,A型,兵庫県,019-335-8588,090- 446- 246,ドコモ,別盛り・せき止め派
井村 さやか,いむら さやか,imura_sayaka@example.com,女,25,1994/4/9,既婚,A型,福岡県,058-815-9153,080-2305-9902,ドコモ,左ルー・ルー攻め派
平川 丈史,ひらかわ たけし,hirakawa_takeshi@example.com,男,75,1944/11/20,既婚,A型,大阪府,017-188-1562,080-8404-9300,au,左ルー・せき止め派
向井 敏和,むらい としかず,murai_toshikazu@example.com,男,49,1970/12/29,既婚,B型,大阪府,088-700-1628,080-6678-7061,ドコモ,右ルー・混ぜ混ぜ派
大沼 博明,おおぬま ひろあき,oonuma_hiroaki@example.com,男,56,1963/11/18,既婚,A型,和歌山県,069-239-1349,090-4640-2987,au,左ルー・せき止め派
浜野 ヒカル,はまの ひかる,hamano_hikaru@example.com,女,51,1968/4/20,既婚,O型,愛知県,0 8-286-4915,080- 980- 291,au,奥ルー・ルー攻め派
小関 美和子,こぜき みわこ,kozeki_miwako@example.com,女,65,1954/11/19,既婚,O型,岐阜県,017-240-3035,090-5116-3438,au,左ルー・混ぜ混ぜ派
鬼頭 豊,きとう ゆたか,kitou_yutaka@example.com,男,46,1973/10/21,未婚,O型,香川県,099-249-5332,090-4469-7895,ソフトバンク,左ルー・ルー攻め派
児玉 紗季,こだま さき,kodama_saki@example.com,女,58,1961/3/18,既婚,B型,新潟県,015-551-7083,090-8666-1082,ドコモ,ぶっかけ・ルー攻め派
大石 薫,おおいし かおる,ooishi_kaoru@example.com,男,47,1972/9/15,既婚,O型,青森県,065-250- 955,090-9163-5669,ドコモ,左ルー・ルー攻め派
平野 一徳,ひらの いっとく,hirano_ittoku@example.com,男,75,1944/3/24,既婚,A型,北海道,0 4-804-8846,080-2381-2026,ドコモ,手前ルー・別口派
大野 宏,おおの ひろし,oono_hiroshi@example.com,男,37,1982/7/30,既婚,O型,秋田県,060-196-1999,080-6183-3726,ソフトバンク,奥ルー・混ぜ混ぜ派
川西 敏也,かわにし としや,kawanishi_toshiya@example.com,男,55,1964/6/7,既婚,O型,鹿児島県,043-824-8115,090-5706-9960,ドコモ,奥ルー・別口派
岡田 裕司,おかだ ゆうじ,okada_yuuji@example.com,男,27,1993/1/18,未婚,O型,神奈川県,0 9-103-7142,090- 281- 558,au,左ルー・混ぜ混ぜ派
熊田 コウ,くまだ こう,kumada_kou@example.com,女,62,1957/2/20,既婚,A型,東京都,030-137- 754,080-5728- 884,ソフトバンク,左ルー・ルー攻め派
岸本 亮,きしもと りょう,kishimoto_ryou@example.com,男,65,1954/3/19,既婚,A型,愛知県,074-878-7168,090-5960-1510,au,左ルー・別口派
松居 聡,まつい さとし,matsui_satoshi@example.com,男,48,1971/6/22,既婚,A型,埼玉県,039-568-4967,090- 496-4134,ドコモ,右ルー・別口派
矢野 草太,やの そうた,yano_souta@example.com,男,55,1964/4/3,既婚,A型,岩手県,0 9-217-7190,090-7118-2709,au,ぶっかけ・ルー攻め派
森岡 フミヤ,もりおか ふみや,morioka_fumiya@example.com,男,68,1951/6/24,既婚,O型,群馬県,021-978-  27,090-6796-4708,au,手前ルー・混ぜ混ぜ派
篠田 憲一,しのだ けんいち,shinoda_kenichi@example.com,男,20,1999/10/4,既婚,B型,福岡県,090-243-1956,090-3155-4384,ドコモ,ぶっかけ・別口派
蒼井 薫,あおい かおる,aoi_kaoru@example.com,男,42,1977/4/9,既婚,A型,北海道,052-254-6009,090-6255-9764,ドコモ,左ルー・ナン派
寺尾 隆博,てらお たかひろ,terao_takahiro@example.com,男,28,1991/8/29,既婚,A型,兵庫県,047-616-9025,080-3830-7428,ドコモ,左ルー・ルー攻め派
紺野 窈,こんの よう,konno_you@example.com,女,24,1995/7/25,未婚,A型,静岡県,088-138-8226,080-2243-4935,ツーカー,ぶっかけ・混ぜ混ぜ派
今野 聖陽,いまの まさあき,imano_masaaki@example.com,男,32,1987/10/23,既婚,A型,群馬県,035-703-1152,090-5934-1283,ドコモ,右ルー・ルー攻め派
江口 一樹,えぐち かずき,eguchi_kazuki@example.com,男,54,1965/12/17,既婚,A型,埼玉県,046-439-1081,090-3446- 853,au,奥ルー・せき止め派
八十田 さやか,やそだ さやか,yasoda_sayaka@example.com,女,34,1985/4/23,既婚,B型,愛知県,0 9-989-6178,080-2908-9317,ソフトバンク,ぶっかけ・せき止め派
高野 寛治,たかの かんじ,takano_kanji@example.com,男,31,1988/8/22,既婚,B型,栃木県,0 1-306-6934,080-2296-8489,ドコモ,奥ルー・せき止め派
柳沢 育二,やなぎさわ いくじ,yanagisawa_ikuji@example.com,男,18,2001/7/25,未婚,A型,山梨県,073-464-7052,080- 593-5992,au,左ルー・せき止め派
西原 桃子,にしはら ももこ,nishihara_momoko@example.com,女,75,1944/5/21,既婚,A型,三重県,012-787-1535,080-4508-6259,ドコモ,ぶっかけ・別口派
松本 なつみ,まつもと なつみ,matsumoto_natsumi@example.com,女,64,1955/11/1,既婚,AB型,山形県,043- 31-2501,090-9308-9882,ソフトバンク,左ルー・せき止め派
山田 ノブヒコ,やまだ のぶひこ,yamada_nobuhiko@example.com,男,47,1973/2/13,既婚,A型,埼玉県,027-642-3721,080-3506-2714,ドコモ,ぶっかけ・ルー攻め派
平良 玲那,ひらら れな,hirara_rena@example.com,女,62,1957/12/13,既婚,B型,愛媛県,089-640-2786,080-3218-5829,ソフトバンク,ぶっかけ・ルー攻め派
村中 美幸,むらなか みゆき,muranaka_miyuki@example.com,女,71,1949/1/16,既婚,O型,宮城県,017-153-7936,090-2938-4080,ドコモ,左ルー・ルー攻め派
金田 涼,かねだ りょう,kaneda_ryou@example.com,女,67,1952/12/19,既婚,A型,広島県,079-907-7127,080-7232-5510,ドコモ,ぶっかけ・混ぜ混ぜ派
田畑 美菜,たばた みな,tabata_mina@example.com,女,76,1944/1/13,既婚,A型,新潟県,078-899-1271,080-9453-1492,ドコモ,左ルー・混ぜ混ぜ派
高島 由美子,たかしま ゆみこ,takashima_yumiko@example.com,女,74,1945/4/15,既婚,A型,長崎県,013-507-4271,080-1983-1476,au,ぶっかけ・ルー攻め派
秦 将也,はた まさや,hata_masaya@example.com,男,24,1995/6/7,未婚,A型,茨城県,087-228-1830,090-  39-3775,ドコモ,左ルー・せき止め派
米田 明日,よねだ めいび,yoneda_meibi@example.com,女,25,1994/3/12,既婚,A型,京都府,024-460-5205,090- 313-3008,au,左ルー・せき止め派
堀川 かおり,ほりかわ かおり,horikawa_kaori@example.com,女,63,1956/11/12,既婚,O型,青森県,097-131-2226,090-3162- 962,ドコモ,奥ルー・ルー攻め派
松下 幸平,まつした こうへい,matsushita_kouhei@example.com,男,67,1952/10/1,既婚,O型,宮城県,055-525-9739,080- 366-8818,ソフトバンク,左ルー・別口派
栗山 あさみ,くりやま あさみ,kuriyama_asami@example.com,女,74,1945/3/23,既婚,B型,岐阜県,031-545-  15,090-7593-8161,ドコモ,別盛り・せき止め派
柳原 仁,やなぎはら じん,yanagihara_jin@example.com,男,41,1978/8/28,未婚,B型,青森県,028-428-9552,080-7354-3633,ドコモ,ぶっかけ・せき止め派
平賀 有海,ひらが あみ,hiraga_ami@example.com,女,61,1959/1/13,既婚,AB型,新潟県,020-934-9627,080-8433-3166,au,右ルー・ルー攻め派
榎本 仁晶,えのもと ひろあき,enomoto_hiroaki@example.com,男,51,1968/7/29,未婚,O型,長野県,018-152-5658,080-2274-6592,au,手前ルー・別口派
三浦 涼,みうら りょう,miura_ryou@example.com,女,21,1998/5/19,既婚,AB型,静岡県,055-536-7489,080-8527-9934,ドコモ,左ルー・ルー攻め派
脇田 裕次郎,わきた ゆうじろう,wakita_yuujirou@example.com,男,27,1993/2/10,既婚,B型,愛媛県,098-193-8642,080-6651-6454,ドコモ,左ルー・せき止め派
吉田 瑠璃亜,よしだ るりあ,yoshida_ruria@example.com,女,34,1986/1/15,既婚,B型,鹿児島県,099- 57-6894,080-7439- 346,ドコモ,ぶっかけ・混ぜ混ぜ派
坂東 結子,ばんとう ゆうこ,banntou_yuuko@example.com,女,39,1980/3/16,既婚,A型,東京都,036-846-2275,090-3130-8152,ドコモ,ぶっかけ・ルー攻め派
大内 薫,おおうち かおる,oouchi_kaoru@example.com,女,33,1986/8/1,既婚,O型,長野県,078-243-8195,090-1256-4431,au,ぶっかけ・ルー攻め派
吉田 直人,よしだ なおと,yoshida_naoto@example.com,男,26,1993/9/11,未婚,O型,高知県,029-122-2194,090-6831-6587,au,別盛り・混ぜ混ぜ派
高島 かおり,たかしま かおり,takashima_kaori@example.com,女,54,1965/3/3,既婚,B型,東京都,036-233-9302,080-5519-7165,ソフトバンク,ぶっかけ・せき止め派
吉沢 徹,よしざわ とおる,yoshizawa_tooru@example.com,男,69,1951/2/13,既婚,B型,福岡県,011-946-6741,090-7650-3857,ドコモ,奥ルー・別口派
北野 ジョージ,きたの じょーじ,kitano_george@example.com,男,46,1973/9/26,既婚,AB型,静岡県,0 8-  6-3796,080-2232-9985,ドコモ,左ルー・ナン派
杉本 まひる,すぎもと まひる,sugimoto_mahiru@example.com,女,73,1946/12/31,既婚,O型,茨城県,043-536-9526,080-9645-7487,ソフトバンク,ぶっかけ・別口派
細野 美佐子,ほその みさこ,hosono_misako@example.com,女,34,1985/9/18,既婚,O型,福島県,029-957-2559,090-3308-8568,au,奥ルー・せき止め派
五大 莉沙,ごだい りさ,godai_risa@example.com,女,44,1975/10/14,未婚,B型,宮城県,0  -946-6700,080-6717-2019,au,右ルー・混ぜ混ぜ派
ほしの 朝香,ほしの あさか,hoshino_asaka@example.com,女,41,1978/4/30,既婚,A型,大阪府,077-872-8553,080-7788-3706,ドコモ,ぶっかけ・別口派
平田 真奈美,ひらた まなみ,hirata_manami@example.com,女,40,1979/12/28,既婚,O型,新潟県,020-439- 464,090-5103-1675,ドコモ,左ルー・別口派
沢田 七世,さわだ ななせ,sawada_nanase@example.com,女,24,1995/12/2,既婚,B型,愛知県,0 3-587-2058,080-2098-5821,ソフトバンク,奥ルー・ナン派
堀江 未華子,ほりえ みかこ,horie_mikako@example.com,女,33,1987/1/11,未婚,O型,群馬県,018- 51-8485,090-6533-9695,ドコモ,別盛り・ルー攻め派
有田 マサカズ,ありた まさかず,arita_masakazu@example.com,男,32,1988/1/21,既婚,O型,福島県,034-376-9927,090-2598-7043,ソフトバンク,ぶっかけ・別口派
米沢 哲平,よねざわ てっぺい,yonezawa_teppei@example.com,男,45,1975/2/9,既婚,A型,滋賀県,0 3-820-9247,090-5733-4318,ドコモ,ぶっかけ・混ぜ混ぜ派
沖田 隆太,おきた りゅうた,okita_ryuuta@example.com,男,57,1963/1/1,既婚,AB型,北海道,013-612-6954,080-1839-6063,au,ぶっかけ・せき止め派
有賀 はるか,ありが はるか,ariga_haruka@example.com,女,32,1988/1/3,既婚,O型,大阪府,020-162-6707,080-2347- 950,ドコモ,ぶっかけ・別口派
小松 文世,こまつ ふみよ,komatsu_fumiyo@example.com,女,41,1978/4/23,既婚,B型,東京都,092-267-7435,090-2085-6687,ドコモ,右ルー・別口派
大田 一樹,おおた かずき,oota_kazuki@example.com,男,48,1971/7/9,既婚,O型,福岡県,035-209-9077,090-9604-5664,au,ぶっかけ・混ぜ混ぜ派
杉山 豊,すぎやま ゆたか,sugiyama_yutaka@example.com,男,21,1998/7/10,既婚,B型,福岡県,054-796-6671,080-7405-2708,ドコモ,奥ルー・混ぜ混ぜ派
脇田 龍吉,わきた りゅうきち,wakita_ryuukichi@example.com,男,19,2000/3/19,未婚,A型,石川県,084-709-2628,080-3345-4851,ドコモ,右ルー・ナン派
八木 咲,やぎ さき,yagi_saki@example.com,女,69,1950/2/24,既婚,A型,千葉県,010-405-7613,080-8408- 767,ドコモ,右ルー・せき止め派
長尾 完爾,ながお かんじ,nagao_kanji@example.com,男,66,1953/11/17,既婚,B型,高知県,017-169-6802,080- 468-3675,au,別盛り・せき止め派
七瀬 真帆,ななせ まほ,nanase_maho@example.com,女,30,1989/3/29,未婚,B型,愛知県,0 4-651-8597,090-8026-6706,au,ぶっかけ・ルー攻め派
矢作 真希,やはぎ まき,yahagi_maki@example.com,女,33,1986/7/25,既婚,O型,沖縄県,014- 20-7591,090-1843- 979,ドコモ,左ルー・せき止め派
藤木 聡,ふじき さとし,fujiki_satoshi@example.com,男,30,1989/12/26,既婚,A型,兵庫県,049-525-7379,080-9824-2831,au,奥ルー・ルー攻め派
植村 美紀,うえむら みき,uemura_miki@example.com,女,59,1960/9/30,既婚,B型,宮城県,0 5-951-2023,090-3296-8209,ドコモ,別盛り・せき止め派
松永 宏,まつなが ひろし,matsunaga_hiroshi@example.com,男,48,1971/10/24,既婚,A型,岩手県,036-589-6410,090-6043-6066,ソフトバンク,ぶっかけ・せき止め派
飯島 隆之介,いいじま りゅうのすけ,iijima_ryuunosuke@example.com,男,72,1947/5/28,既婚,A型,栃木県,038-560-1812,080-8436-8547,ドコモ,右ルー・混ぜ混ぜ派
小林 法嗣,こばやし ほうし,kobayashi_houshi@example.com,男,18,2001/6/20,未婚,B型,大阪府,045-670-6714,090-6479- 594,ソフトバンク,左ルー・ルー攻め派
坂本 美佐子,さかもと みさこ,sakamoto_misako@example.com,女,39,1980/2/23,既婚,AB型,福岡県,035- 31-3613,080-9201-4016,au,左ルー・混ぜ混ぜ派
吉本 恵子,よしもと けいこ,yoshimoto_keiko@example.com,女,19,2000/6/27,未婚,AB型,東京都,025-888-  64,090-3864-2333,au,左ルー・ルー攻め派
池田 誠一,いけだ せいいち,ikeda_seiichi@example.com,男,26,1993/8/5,既婚,AB型,埼玉県,046-864-3703,090-  28- 410,ドコモ,手前ルー・別口派
大矢 友也,おおや ともや,ooya_tomoya@example.com,男,44,1975/6/2,既婚,A型,大阪府,010-323- 266,080-9056-8155,ドコモ,左ルー・せき止め派
片平 恵子,かたひら けいこ,katahira_keiko@example.com,女,39,1980/9/12,既婚,A型,佐賀県,027- 32-5326,080-1098-6508,ドコモ,ぶっかけ・せき止め派
篠崎 美佐子,しのざき みさこ,shinozaki_misako@example.com,女,75,1944/12/8,既婚,AB型,栃木県,081-412-4437,090-5111-4913,ドコモ,左ルー・ルー攻め派
福原 恵子,ふくはら けいこ,fukuhara_keiko@example.com,女,42,1977/3/6,既婚,A型,東京都,053- 32-7679,080-2278-3864,ドコモ,左ルー・混ぜ混ぜ派
松澤 隆,まつざわ たかし,matsuzawa_takashi@example.com,男,31,1988/2/23,既婚,B型,東京都,067-575-5252,080-1997-8449,ドコモ,別盛り・別口派
松沢 くるみ,まつざわ くるみ,matsuzawa_kurumi@example.com,女,77,1942/6/25,既婚,B型,茨城県,085-304-4645,090- 166-2210,ソフトバンク,右ルー・ナン派
小倉 小雁,おぐら こがん,ogura_kogan@example.com,男,63,1956/12/11,既婚,B型,宮崎県,014-832-1772,080-6070-4138,au,ぶっかけ・混ぜ混ぜ派
深沢 草太,ふかざわ そうた,fukazawa_souta@example.com,男,22,1997/4/26,未婚,O型,愛媛県,081-291- 236,090-4576-1781,ドコモ,左ルー・せき止め派
武 知史,たけ ともふみ,take_tomofumi@example.com,男,29,1990/8/8,既婚,B型,神奈川県,072- 68-4878,090-8889-2700,au,ぶっかけ・せき止め派
竹田 祐一,たけだ ゆういち,takeda_yuuichi@example.com,男,45,1974/11/17,未婚,A型,福岡県,0  -635-9133,090-9523-3768,ドコモ,手前ルー・ルー攻め派
小寺 進,こでら すすむ,kodera_susumu@example.com,男,40,1979/5/23,既婚,A型,愛知県,039-779-8519,090-3613-1565,ドコモ,左ルー・混ぜ混ぜ派
近藤 幸平,こんどう こうへい,konndou_kouhei@example.com,男,36,1983/4/23,既婚,O型,静岡県,0 1-195-2251,080-9534-5395,au,左ルー・混ぜ混ぜ派
白川 浩介,しらかわ こうすけ,shirakawa_kousuke@example.com,男,24,1995/7/21,未婚,B型,岡山県,060-826-5502,080-2304-  20,ソフトバンク,左ルー・別口派
福井 寿明,ふくい としあき,fukui_toshiaki@example.com,男,42,1977/5/23,未婚,A型,奈良県,016- 91-8957,080- 497-7038,ドコモ,左ルー・混ぜ混ぜ派
片桐 妃里,かたぎり ゆり,katagiri_yuri@example.com,女,35,1984/9/12,未婚,B型,三重県,024-253-4336,090-3430-6036,ドコモ,左ルー・混ぜ混ぜ派
照井 みあ,てるい みあ,terui_mia@example.com,女,27,1992/9/28,既婚,A型,京都府,015-330-6438,090- 593-1181,ドコモ,ぶっかけ・ルー攻め派
木内 郁恵,きうち いくえ,kiuchi_ikue@example.com,女,66,1954/2/14,既婚,A型,千葉県,079-110-5951,080-4254-8917,ドコモ,右ルー・混ぜ混ぜ派
少路 ジョージ,しょうじ じょーじ,shouji_george@example.com,男,57,1962/11/19,既婚,A型,愛知県,031-279-4588,080-5064-7868,ドコモ,右ルー・ルー攻め派
