名前,ふりがな,アドレス,性別,年齢,誕生日,婚姻,血液型,都道府県,電話番号,携帯,キャリア,カレーの食べ方
石原 麻緒,いしはら まお,ishihara_mao@example.com,女,31,1988/8/12,既婚,O型,千葉県,074-680-6135,090-8586- 174,ドコモ,手前ルー・別口派
松下 隼士,まつした しゅんじ,matsushita_shunji@example.com,男,10,2009/7/21,未婚,O型,鹿児島県,093-216-4703,080-1517-3195,ドコモ,奥ルー・せき止め派
辻本 光洋,つじもと みつひろ,tsujimoto_mitsuhiro@example.com,男,66,1953/7/18,既婚,O型,福島県,051-175-1508,080-1944-8117,ドコモ,ぶっかけ・混ぜ混ぜ派
水崎 功補,みさき こうすけ,misaki_kousuke@example.com,男,14,2005/5/10,未婚,B型,岡山県,037-830-1113,080-7482-6182,au,奥ルー・ルー攻め派
木村 メイサ,きむら めいさ,kimura_meisa@example.com,女,69,1950/8/18,既婚,B型,滋賀県,0 9-829-9245,090-3153-9107,ドコモ,左ルー・せき止め派
加瀬 知世,かせ ちせ,kase_chise@example.com,女,27,1992/8/19,未婚,O型,東京都,092-839-8173,090- 101-9934,ドコモ,ぶっかけ・混ぜ混ぜ派
飯田 恵梨香,いいだ えりか,iida_erika@example.com,女,13,2006/6/2,未婚,A型,長崎県,088-144- 640,080-4145-1190,au,ぶっかけ・別口派
古谷 明日,ふるたに めいび,furutani_meibi@example.com,女,37,1982/5/15,既婚,B型,長野県,064- 16-7251,090-5731-2129,au,左ルー・せき止め派
蒼井 はじめ,あおい はじめ,aoi_hajime@example.com,男,44,1975/5/26,既婚,O型,茨城県,016-264-7946,080-5152-7824,ソフトバンク,奥ルー・せき止め派
上原 れいな,うえはら れいな,uehara_reina@example.com,女,23,1996/11/27,既婚,A型,大阪府,079-306-5540,080-3336-5642,ドコモ,右ルー・別口派
芹沢 洋介,せりざわ ようすけ,serizawa_yousuke@example.com,男,77,1942/6/18,既婚,O型,沖縄県,075-583-7554,090-9417-3618,ドコモ,ぶっかけ・せき止め派
落合 薫,おちあい かおる,ochiai_kaoru@example.com,男,36,1984/1/30,既婚,A型,徳島県,018-268-8698,080-9342-7174,ドコモ,左ルー・混ぜ混ぜ派
戎 涼子,えびす りょうこ,ebisu_ryouko@example.com,女,25,1995/1/12,未婚,A型,千葉県,075- 89-7661,080-7214-5842,ドコモ,左ルー・混ぜ混ぜ派
浅田 サンタマリア,あさだ さんたまりあ,asada_stmaria@example.com,男,21,1998/7/29,未婚,B型,岩手県,065-453-4930,080-4535-5014,ドコモ,右ルー・ナン派
岩田 勇,いわた ゆう,iwata_yuu@example.com,女,15,2004/12/13,未婚,B型,東京都,054-150-1865,090-9573-1445,ドコモ,左ルー・せき止め派
沢村 芳正,さわむら よしまさ,sawamura_yoshimasa@example.com,男,58,1961/9/8,既婚,O型,大阪府,075-301-4633,090-1125-8145,ソフトバンク,ぶっかけ・せき止め派
黒木 直人,くろき なおと,kuroki_naoto@example.com,男,20,2000/1/21,未婚,B型,香川県,031-160- 875,090-5339-2681,ドコモ,奥ルー・ルー攻め派
玉山 詩織,たまやま しおり,tamayama_shiori@example.com,女,48,1971/6/10,既婚,A型,熊本県,066-523-3360,090-9707-4372,ドコモ,右ルー・ルー攻め派
浅井 マサカズ,あさい まさかず,asai_masakazu@example.com,男,54,1965/2/20,既婚,A型,鹿児島県,095-141- 246,080-4421-4675,au,左ルー・混ぜ混ぜ派
堀田 一恵,ほった かづえ,hotta_kadue@example.com,女,38,1981/3/1,既婚,A型,鹿児島県,059-985-1055,090-1567-9002,ドコモ,ぶっかけ・ルー攻め派
富山 恵梨香,とみやま えりか,tomiyama_erika@example.com,女,82,1937/3/7,既婚,A型,北海道,020-348-9682,080-1499- 984,au,左ルー・混ぜ混ぜ派
中尾 草太,なかお そうた,nakao_souta@example.com,男,26,1993/8/26,既婚,A型,神奈川県,040-290-9503,090-8230-9604,ドコモ,ぶっかけ・せき止め派
乾 俊二,いぬい しゅんじ,inui_shunji@example.com,男,78,1941/9/25,既婚,O型,三重県,049-219-5383,080-7315-7330,ソフトバンク,ぶっかけ・ルー攻め派
片瀬 茂樹,かたせ しげき,katase_shigeki@example.com,男,23,1996/10/11,未婚,A型,神奈川県,045-824-1801,090- 506-7472,ドコモ,左ルー・ルー攻め派
石田 聡,いしだ さとし,ishida_satoshi@example.com,男,69,1950/12/21,既婚,O型,香川県,079-904-1288,080- 887-1984,ドコモ,ぶっかけ・ルー攻め派
河本 勤,こうもと つとむ,koumoto_tsutomu@example.com,男,54,1965/6/28,既婚,A型,東京都,089-762-3909,080-8463-4318,ドコモ,右ルー・別口派
北山 孝太郎,きたやま こうたろう,kitayama_koutarou@example.com,男,67,1952/5/14,既婚,B型,岩手県,042-401-6601,090- 102-5607,ドコモ,左ルー・せき止め派
栗田 染五郎,くりた そめごろう,kurita_somegorou@example.com,男,16,2003/8/5,未婚,A型,群馬県,023-542-3109,090-9223-7566,ドコモ,ぶっかけ・せき止め派
柏木 隼士,かしわぎ しゅんじ,kashiwagi_shunji@example.com,男,51,1968/5/22,既婚,A型,神奈川県,0 9-503-8107,090-3709-3583,ドコモ,左ルー・混ぜ混ぜ派
柴崎 ひかり,しばざき ひかり,shibazaki_hikari@example.com,女,40,1979/3/17,既婚,AB型,鹿児島県,020-640-9058,090-2515-1865,ソフトバンク,左ルー・せき止め派
矢島 仁晶,やじま ひろあき,yajima_hiroaki@example.com,男,54,1965/5/10,既婚,AB型,兵庫県,064- 20-6292,080-8053-5557,ドコモ,左ルー・せき止め派
石黒 美幸,いしぐろ みゆき,ishiguro_miyuki@example.com,女,35,1984/3/27,既婚,B型,長野県,088-522-3702,090-6515-3714,ドコモ,左ルー・ルー攻め派
村山 愛梨,むらやま あいり,murayama_airi@example.com,女,33,1986/3/26,既婚,A型,静岡県,060-181-7733,090-9558-7089,ソフトバンク,ぶっかけ・ルー攻め派
大後 利夫,おおご としお,oogo_toshio@example.com,男,55,1965/2/14,既婚,B型,京都府,062-962-9809,080-7384-2452,ドコモ,左ルー・別口派
桑田 知世,くわた ちせ,kuwata_chise@example.com,女,73,1946/7/8,既婚,B型,広島県,071-838-8581,090-4730-5713,ドコモ,左ルー・ナン派
深谷 和之,ふかや かずゆき,fukaya_kazuyuki@example.com,男,67,1952/3/12,既婚,B型,北海道,051-467-9911,090-2849-9053,ドコモ,ぶっかけ・ルー攻め派
塩谷 美智子,しおや みちこ,shioya_michiko@example.com,女,53,1966/6/26,未婚,A型,神奈川県,076-836-3991,080-4211-1144,ドコモ,左ルー・ルー攻め派
日下部 恵子,くさかべ けいこ,kusakabe_keiko@example.com,女,19,2001/1/18,未婚,B型,三重県,084-431-2050,090-1302-8019,ドコモ,左ルー・ルー攻め派
小菅 研二,こすげ けんじ,kosuge_kenji@example.com,男,42,1978/2/5,既婚,O型,奈良県,055-224- 344,080-4163-9322,au,ぶっかけ・せき止め派
沖田 賢二,おきた けんじ,okita_kenji@example.com,男,72,1947/7/7,既婚,O型,高知県,068-723-2350,080-2066-8996,ドコモ,手前ルー・ルー攻め派
中根 惇,なかね あつし,nakane_atsushi@example.com,男,52,1967/4/16,既婚,A型,福岡県,082-332-  35,090-8033-6918,au,左ルー・混ぜ混ぜ派
村上 隼士,むらかみ しゅんじ,murakami_shunji@example.com,男,55,1964/12/30,既婚,B型,岡山県,059-538-5974,080-8535- 271,au,左ルー・別口派
黒谷 麻緒,くろたに まお,kurotani_mao@example.com,女,24,1995/10/29,既婚,B型,北海道,055-860-4591,080-6008-7976,ドコモ,左ルー・せき止め派
桜田 蒼甫,さくらだ そうすけ,sakurada_sousuke@example.com,男,52,1967/4/12,既婚,B型,埼玉県,094-665-7839,080-5995-3499,ドコモ,右ルー・混ぜ混ぜ派
宮崎 妃里,みやざき ゆり,miyazaki_yuri@example.com,女,10,2009/7/25,未婚,O型,大阪府,026-306-2038,080-4415-4232,au,手前ルー・ナン派
早美 友也,はやみ ともや,hayami_tomoya@example.com,男,83,1936/5/25,既婚,B型,大阪府,076-712-2568,080-8471-3408,ソフトバンク,左ルー・別口派
進藤 桃子,しんどう ももこ,shinndou_momoko@example.com,女,56,1963/3/4,既婚,O型,富山県,060-447-6242,090-6570-8071,ドコモ,ぶっかけ・混ぜ混ぜ派
西井 陽子,にしい ようこ,nishii_youko@example.com,女,82,1938/2/6,既婚,B型,北海道,052-929-9060,080-1627- 846,ドコモ,手前ルー・ルー攻め派
阿井 隆博,あい たかひろ,ai_takahiro@example.com,男,71,1948/11/25,既婚,B型,沖縄県,0 8-611-6627,090-  27-4384,ドコモ,左ルー・ルー攻め派
小田 光良,おだ てるよし,oda_teruyoshi@example.com,男,29,1990/6/14,既婚,O型,大阪府,064-848-1448,080-3988-2804,ドコモ,ぶっかけ・せき止め派
杉本 恵梨香,すぎもと えりか,sugimoto_erika@example.com,女,57,1962/10/15,既婚,B型,東京都,089-857-5667,080- 229-2871,ドコモ,手前ルー・別口派
津川 美佐,つがわ みさ,tsugawa_misa@example.com,女,81,1938/9/19,既婚,A型,栃木県,098-620-9612,090-5406-9559,ドコモ,手前ルー・別口派
津川 麻緒,つがわ まお,tsugawa_mao@example.com,女,71,1948/11/28,既婚,A型,和歌山県,062-132-3883,080-3853-8120,au,ぶっかけ・混ぜ混ぜ派
秋元 真帆,あきもと まほ,akimoto_maho@example.com,女,54,1965/10/26,既婚,A型,愛媛県,066-893-3881,090-4110-4306,au,ぶっかけ・別口派
諏訪 幸子,すわ さちこ,suwa_sachiko@example.com,女,60,1959/3/30,既婚,A型,北海道,078-504-5188,090-7797-2283,ドコモ,手前ルー・混ぜ混ぜ派
宮坂 勝久,みやさか かつひさ,miyasaka_katsuhisa@example.com,男,17,2002/3/20,未婚,B型,北海道,040-927-4151,090-4153-6831,au,別盛り・混ぜ混ぜ派
細谷 由美子,ほそや ゆみこ,hosoya_yumiko@example.com,女,38,1981/9/16,既婚,O型,神奈川県,083-372-7249,090-3420- 908,au,右ルー・ナン派
浜崎 誠一,はまさき せいいち,hamasaki_seiichi@example.com,男,61,1958/2/23,既婚,O型,山形県,021- 72-2086,090-9400-8729,ドコモ,奥ルー・別口派
森山 惇,もりやま じゅん,moriyama_jun@example.com,男,27,1992/4/23,既婚,A型,福岡県,010- 77-3627,090-9047-5391,au,左ルー・別口派
岸部 昴,きしべ すばる,kishibe_subaru@example.com,男,55,1964/2/25,既婚,B型,新潟県,046-443-1023,080-5928-4361,ドコモ,奥ルー・せき止め派
末永 そら,すえなが そら,suenaga_sora@example.com,女,84,1936/1/11,既婚,O型,兵庫県,0 6-452-2053,080-7511-7645,ドコモ,奥ルー・混ぜ混ぜ派
矢部 浩太郎,やべ こうたろう,yabe_koutarou@example.com,男,82,1937/6/16,既婚,A型,奈良県,032-212-  50,090-8708- 507,ドコモ,手前ルー・別口派
ト字 景子,とじ けいこ,toji_keiko@example.com,女,15,2004/11/30,未婚,A型,静岡県,088-154-8350,080-9725-5312,ドコモ,左ルー・せき止め派
大友 詩織,おおとも しおり,ootomo_shiori@example.com,女,28,1992/1/19,既婚,B型,宮崎県,073-439-7784,080-7777-9585,ツーカー,左ルー・せき止め派
長崎 美幸,ながさき みゆき,nagasaki_miyuki@example.com,女,40,1979/4/6,既婚,O型,東京都,075-708- 148,080-9521-3545,ドコモ,左ルー・ルー攻め派
米山 明,よねやま あきら,yoneyama_akira@example.com,男,26,1993/7/15,未婚,O型,東京都,0 9-624-9025,090-9437-4043,ソフトバンク,左ルー・ルー攻め派
城咲 法子,しろさき のりこ,shirosaki_noriko@example.com,女,47,1972/12/20,既婚,B型,大阪府,094-522-9040,090-  19-4130,ドコモ,左ルー・ナン派
高岡 なつみ,たかおか なつみ,takaoka_natsumi@example.com,女,62,1957/3/13,既婚,O型,富山県,090- 17-1072,090-6142-9875,au,ぶっかけ・別口派
伴 京子,ばん きょうこ,ban_kyouko@example.com,女,31,1988/8/21,既婚,A型,千葉県,083- 54-2077,080-3168-1675,ソフトバンク,左ルー・ルー攻め派
小柳 洋介,こやなぎ ようすけ,koyanagi_yousuke@example.com,男,46,1973/4/25,既婚,AB型,埼玉県,083-928-4592,080-2722-1714,ドコモ,ぶっかけ・ルー攻め派
明石 サンタマリア,あかし さんたまりあ,akashi_stmaria@example.com,女,66,1954/2/14,既婚,O型,神奈川県,045-820-2335,090-3130-7088,ドコモ,左ルー・混ぜ混ぜ派
玉木 満,たまき みつる,tamaki_mitsuru@example.com,男,72,1947/7/22,既婚,AB型,富山県,0 5-533- 165,080-2256-3821,ドコモ,左ルー・ルー攻め派
矢沢 マサカズ,やざわ まさかず,yazawa_masakazu@example.com,男,35,1984/8/25,未婚,B型,東京都,085-358-2809,080-7185-2745,ドコモ,奥ルー・せき止め派
古田 れいな,ふるた れいな,furuta_reina@example.com,女,51,1968/8/1,既婚,O型,愛知県,078-792-  96,090- 674-2311,ドコモ,ぶっかけ・せき止め派
波多野 くるみ,はたの くるみ,hatano_kurumi@example.com,女,77,1942/7/1,既婚,B型,福岡県,077-561-7695,090-3398-8585,ドコモ,奥ルー・ルー攻め派
小峰 幸子,こみね さちこ,komine_sachiko@example.com,女,48,1971/6/25,既婚,O型,神奈川県,0 5-551-5081,080-1123- 175,ドコモ,左ルー・別口派
北川 鉄二,きたかわ てつじ,kitakawa_tetsuji@example.com,男,45,1974/9/3,未婚,A型,北海道,065-776-7741,080-2022-2838,ソフトバンク,右ルー・ルー攻め派
岸田 一徳,きしだ いっとく,kishida_ittoku@example.com,男,10,2009/8/12,未婚,A型,熊本県,043- 61-1859,090-6338-1523,au,別盛り・せき止め派
矢島 雅彦,やじま まさひこ,yajima_masahiko@example.com,男,31,1989/1/14,既婚,O型,島根県,079-745-7570,090-2517-8837,ドコモ,左ルー・せき止め派
上野 聡,うえの さとし,ueno_satoshi@example.com,男,69,1950/9/30,既婚,O型,神奈川県,021-533-3023,090-2640-6274,ドコモ,ぶっかけ・混ぜ混ぜ派
大和田 遥,おおわだ はるか,oowada_haruka@example.com,女,71,1948/6/15,既婚,A型,神奈川県,060-848-2860,080-4459-6316,au,左ルー・せき止め派
中川 まひる,なかがわ まひる,nakagawa_mahiru@example.com,女,77,1942/12/2,既婚,B型,京都府,0  -620-5031,080-3241-8014,ドコモ,ぶっかけ・ルー攻め派
植村 フミヤ,うえむら ふみや,uemura_fumiya@example.com,男,31,1988/9/15,既婚,A型,東京都,058-668-5478,090-6671-4729,ドコモ,左ルー・ルー攻め派
山岸 直人,やまぎし なおと,yamagishi_naoto@example.com,男,27,1992/11/16,既婚,B型,熊本県,011-114-2254,080-5750-2157,au,左ルー・ナン派
西 淳子,にし あつこ,nishi_atsuko@example.com,女,23,1996/5/4,既婚,B型,東京都,094-161-4798,090-4724-6505,ソフトバンク,ぶっかけ・別口派
小幡 雅功,おばた まさとし,obata_masatoshi@example.com,男,74,1945/8/10,既婚,B型,大阪府,029- 66-  79,090- 698-1406,ドコモ,ぶっかけ・混ぜ混ぜ派
神崎 俊二,かんざき しゅんじ,kannzaki_shunji@example.com,男,56,1964/1/13,既婚,O型,大阪府,035-699-4543,090-3997-3891,au,ぶっかけ・別口派
村田 健,むらた けん,murata_ken@example.com,男,52,1967/12/1,既婚,B型,東京都,0 7-281-6944,090-6682-9096,ドコモ,奥ルー・ルー攻め派
池田 涼,いけだ りょう,ikeda_ryou@example.com,女,30,1990/2/14,既婚,B型,埼玉県,010-938-1334,090- 646-6757,ドコモ,右ルー・ルー攻め派
勝地 翔,かつぢ しょう,katsudi_shou@example.com,男,15,2004/8/10,未婚,O型,千葉県,048-148- 603,090-2251-5754,au,ぶっかけ・ルー攻め派
中島 なつみ,なかしま なつみ,nakashima_natsumi@example.com,女,60,1959/8/14,既婚,O型,埼玉県,086-498-3030,080- 269-9321,ツーカー,左ルー・混ぜ混ぜ派
曽我 さやか,そが さやか,soga_sayaka@example.com,女,83,1936/5/23,既婚,A型,長野県,091-886-5171,090-5559-5798,ソフトバンク,左ルー・ルー攻め派
森山 明日,もりやま めいび,moriyama_meibi@example.com,女,16,2003/7/11,未婚,B型,埼玉県,041-385-1568,090-9089- 404,au,右ルー・せき止め派
村松 優,むらまつ ゆう,muramatsu_yuu@example.com,女,24,1995/3/27,未婚,O型,岩手県,038-758-4784,080-7395-3519,ドコモ,手前ルー・混ぜ混ぜ派
高島 未華子,たかしま みかこ,takashima_mikako@example.com,女,15,2004/4/13,未婚,A型,長崎県,042-628-8296,090-5965-7117,au,ぶっかけ・せき止め派
大畑 敦,おおはた あつし,oohata_atsushi@example.com,男,27,1992/5/27,未婚,B型,福岡県,020-151- 921,090-9083-7199,ドコモ,ぶっかけ・ルー攻め派
荒井 英嗣,あらい ひでつぐ,arai_hidetsugu@example.com,男,48,1971/6/23,既婚,A型,長野県,045-429-3705,080-2261-4817,ソフトバンク,右ルー・ルー攻め派
根岸 杏,ねぎし あん,negishi_ann@example.com,女,15,2004/3/23,未婚,B型,埼玉県,026- 28-8675,090-3831-7143,ドコモ,奥ルー・別口派
市川 隆博,いちかわ たかひろ,ichikawa_takahiro@example.com,男,79,1941/1/15,既婚,O型,愛媛県,012-545-3378,080-2541- 444,ドコモ,奥ルー・別口派
溝口 あい,みぞぐち あい,mizoguchi_ai@example.com,女,51,1968/3/25,既婚,B型,神奈川県,0 6-116-8713,080-2232-8902,ドコモ,左ルー・せき止め派
岩田 豊,いわた ゆたか,iwata_yutaka@example.com,男,64,1955/10/31,既婚,A型,神奈川県,071-265- 837,080-5216-2713,ドコモ,左ルー・別口派
山野 麻由子,やまの まゆこ,yamano_mayuko@example.com,女,25,1994/2/27,既婚,B型,高知県,081-894-7751,080-7585-5375,ソフトバンク,ぶっかけ・ルー攻め派
中里 博明,なかざと ひろあき,nakazato_hiroaki@example.com,男,39,1980/3/17,既婚,B型,福岡県,065-602-2232,090-2227-4536,ソフトバンク,左ルー・ナン派
松川 隼士,まつかわ しゅんじ,matsukawa_shunji@example.com,男,33,1986/3/9,既婚,O型,長野県,044-408-1323,080-7834- 245,ソフトバンク,左ルー・ルー攻め派
篠山 聖陽,しのやま まさあき,shinoyama_masaaki@example.com,男,85,1934/8/3,既婚,A型,岩手県,034-264-5255,080-7208-1867,ドコモ,右ルー・せき止め派
真矢 淳,まや あつし,maya_atsushi@example.com,男,17,2002/10/18,未婚,B型,東京都,015-208-8569,080-8442-9109,au,ぶっかけ・別口派
榎本 あい,えのもと あい,enomoto_ai@example.com,女,77,1943/1/6,既婚,O型,埼玉県,076-762-7842,090-9611-5315,ドコモ,左ルー・せき止め派
宇田川 孝太郎,うだがわ こうたろう,udagawa_koutarou@example.com,男,30,1989/11/7,既婚,B型,広島県,0 7- 56-  71,090-7543-5405,ドコモ,左ルー・混ぜ混ぜ派
重松 綾女,しげまつ あやめ,shigematsu_ayame@example.com,女,64,1955/12/29,既婚,O型,栃木県,028-414-6187,090-8535-1961,ドコモ,左ルー・せき止め派
沼田 菊生,ぬまた きくお,numata_kikuo@example.com,男,84,1935/8/31,既婚,O型,京都府,019-318-9516,080-5754-1489,ドコモ,右ルー・せき止め派
神野 そら,かみの そら,kamino_sora@example.com,女,29,1990/7/16,既婚,O型,千葉県,0 1- 10-8369,080-4867-5294,ドコモ,別盛り・ルー攻め派
宮川 洋,みやかわ よう,miyakawa_you@example.com,男,53,1966/4/24,未婚,O型,茨城県,0 3-121-7353,090-1636- 564,au,ぶっかけ・別口派
